migrants;Code;Year;crop_index;conflict_deaths;gdp_pcg;pgrowth;inflation;child_mort;electricity_access;educ_spending;unempl_total;pubhealthexp_gdp;political_regime;accesstoimprwater_pcent;battle_deaths;totpop;gdp_pc;avgtotyears_school_adults;crop_index_bis;agric_GDP_av
1057;CIV;1995;3.132531335;44.00000071;3.622757144;3.324635955;14.29506909;101.8;42.2695694;0;4.099999905;1.645869281;1;76.9;0;14199762;774.6712121;2.5;77.46;24.7276058
1303;CIV;1996;3.29477092;5;4.310778203;3.224715856;2.480806692;100.9;43.36985016;0;4.112999916;1.854107008;1;77.1;0;14665127;827.7620057;2.6;81.06;24.60262093
1838;CIV;1997;3.651032227;16.00000011;0.551600567;3.12509846;4.020833333;99.8;44.45660019;19.22014999;4.103000164;2.003289854;1;77.3;0;15130663;774.7276313;2.8;85.14;23.31943262
2946;CIV;1998;3.713859766;13.00000001;1.842875672;2.98687471;4.611447595;98.4;45.52711487;18.81475067;4.099999905;1.888813112;1;77.5;0;15589414;809.0126883;3;89.79;24.17700335
2591;CIV;1999;3.946483511;51.00000041;-1.191299427;2.803037112;0.702375806;96.9;48.2;21.67118073;4.334000111;1.799667406;1;77.7;0;16032573;771.968406;3.1;91.57;23.2029349
3146;CIV;2000;3.957322906;111.0000007;-4.580540605;2.598674067;2.530775167;95.3;47.61742401;20.80694962;4.514999866;1.788035704;1;77.9;0;16454668;651.3059068;3.3;98.89;24.98911571
3496.5;CIV;2001;3.604041116;32.00000044;-2.24521492;2.392101929;4.36152914;93.4;48.64391708;23.20203018;4.715000153;1.290257864;1;78.2;0;16853026;664.1276663;3.3;93.44;25.92645228
4119;CIV;2002;3.470840671;1323.000204;-3.827639325;2.221114226;3.077264852;91.4;51.4;22.59230042;4.974999905;1.40860098;1;78.5;624;17231539;716.5302656;3.4;94.65;27.27005039
6215;CIV;2003;3.278915791;1050.999823;-3.42246201;2.11353752;3.29680747;89.5;50.67906189;22.6482296;5.193999767;1.338333609;1;78.7;139;17599610;869.7125993;3.5;94.37;28.78085502
6291;CIV;2004;4.061932005;515.0000834;-0.857498876;2.085444797;1.457988356;87.5;51.69551468;22.10716057;5.357999802;1.471674426;1;79;47;17970494;921.2012673;3.6;95.82;23.58975972
5433;CIV;2005;4.419019684;154.0000128;-0.407002578;2.114434812;3.885830399;85.2;58.9;21.84568977;5.506000042;1.269719496;1;79.2;0;18354514;930.8298181;3.7;99.84;22.59324627
5710;CIV;2006;4.611669316;46.00000021;-0.651437208;2.158036592;2.467191486;83.3;53.74567795;20.01789093;5.572999954;1.358403825;1;79.5;0;18754916;949.1318328;3.8;104.34;22.62521288
5871;CIV;2007;4.511519598;4;-0.444884353;2.195517817;1.892006293;81.1;54.78623962;20.75588036;5.653999805;1.428213132;1;79.8;0;19171237;1061.154026;3.9;99.23;21.99480637
6495;CIV;2008;4.65625024;14.00000003;0.271158496;2.240257565;6.308527692;78.8;55.83730316;21.52691078;5.823999882;1.528626424;1;80.1;0;19605569;1235.613366;4;105.59;22.67704581
6131;CIV;2009;4.663631271;2;0.916728923;2.287160067;1.019504577;76.7;56.8971138;22.19046974;6.381999969;1.696810152;1;80.4;0;20059147;1210.295426;4.1;98.87;21.20021808
5697;CIV;2010;4.320524796;49.00000015;-0.336444149;2.334565367;1.226456121;74.7;57.96392822;22.77275085;6.704999924;1.676172168;1;80.7;0;20532950;1213.112645;4.2;105.98;24.52942756
5631;CIV;2011;4.107400192;1071.999888;-6.641118189;2.385511855;4.912433951;72.9;59.03598785;22.42686081;6.953999996;1.635696974;1;80.9;98;21028655;1208.583026;4.4;109.63;26.69084941
6648;CIV;2012;5.384797086;27.99999998;8.042352489;2.435928938;1.304511199;70.9;55.8;20.85876083;7.22300005;1.885045493;2;81.2;0;21547188;1243.273487;4.5;119.49;22.1902512
6215;CIV;2013;5.865970466;21.99999996;6.225706887;2.476674322;2.581170373;68.9;61.18886185;21.57472992;4.254000187;1.796587883;2;81.5;0;22087505;1415.871758;4.7;123.06;20.97862591
6003;CIV;2014;6.115022057;28.9999997;6.10311564;2.504548687;0.448682077;67;61.9;21.76678085;3.647000074;1.678538491;1;81.8;0;22647683;1561.463655;4.4;128.73;21.05143674
7289;CIV;2015;7.054162838;15.00000002;6.13206803;2.522094681;1.251499548;65.3;62.6;21.17321968;3.101999998;#N/A;1;81.9;0;23226143;1972.546108;5;129.53;18.36220725
9478;CIV;2016;6.465430871;17.00000001;4.495214422;2.536099761;0.723178458;63.9;64.3;22.51621056;2.598999977;#N/A;2;0;0;23822714;2013.382462;5.1;127.63;19.74037037
13002;CIV;2017;0;24.00000011;4.65887166;2.54780739;0.685881065;62.2;65.6;20.68033028;3.273000002;#N/A;2;#N/A;0;24437469;2111.027076;5.2;0;18.73748665
10964;CIV;2018;0;#N/A;4.102226343;2.552358861;0.359409031;60.6;66.99118042;18.33167076;3.210000038;#N/A;2;#N/A;0;25069229;2302.612951;#N/A;0;17.47185229
1289;CMR;1995;3.779763518;4.999999988;0.66238032;2.750755861;9.069690719;89.8;36.10591507;0;8.036999702;0.900268714;1;56.5;0;13599988;709.1148297;4.2;67.53;17.8661971
1964;CMR;1996;4.055743429;56;1.591047301;2.690145732;3.924063727;90.3;37.25316238;0;8.06000042;0.893368284;1;57.6;56;13970813;752.5250994;4.3;71.74;17.68849565
2942;CMR;1997;3.728252917;5.999999989;2.490315478;2.639267039;4.786238819;90.3;38.40340042;0;7.916999817;0.978965995;1;58.6;0;14344449;755.2397068;4.4;67.78;18.18009709
4231;CMR;1998;4.119357946;1;1.810065677;2.610002071;3.170751854;89.9;40.7;0;7.787000179;0.784629614;1;59.7;0;14723768;720.7969746;4.6;72.47;17.59254742
3921;CMR;1999;4.13730767;1;1.608742018;2.606524479;1.871745007;88.9;40.70849609;0;7.735000134;0.833734824;1;60.7;0;15112592;740.9965643;4.7;75.81;18.32351037
4457;CMR;2000;4.650325199;18.0000002;0.874400224;2.621099328;1.22719013;87.4;41;11.68369961;7.585000038;0.932629186;1;61.7;0;15513945;649.9918454;4.8;77.83;16.73646394
5354.5;CMR;2001;4.509639242;0;1.649184953;2.639640035;4.419772459;85.7;46.2;15.73394012;7.460000038;1.129199277;1;62.8;0;15928910;651.1009075;4.9;78.6;17.4293321
6462;CMR;2002;4.900412075;0;1.505406234;2.655704619;2.834422601;83.7;44.11487579;0;6.703000069;1.290383204;1;63.8;0;16357602;707.8875674;5.1;80.62;16.45167769
7263;CMR;2003;5.238373141;0;1.808362978;2.673762976;0.623163557;81.7;45.21878433;21.44202042;5.923999786;1.331728012;1;64.9;0;16800865;865.9581375;5.1;83.33;15.90761058
7934;CMR;2004;5.529196923;18.99999996;3.944548056;2.692203013;0.23364738;79.8;47.1;20.84712029;5.138000011;1.129638122;1;65.9;0;17259322;1009.94312;5.1;85.97;15.54837008
7876;CMR;2005;7.35538114;48.00000043;-0.706775436;2.709802767;2.013539502;78.1;47.35513687;21.37760925;4.400000095;1.120079177;1;66.9;0;17733410;1011.880073;5.1;103.59;14.08356658
7510;CMR;2006;8.341238181;30.99999975;0.674389717;2.727108707;5.11757816;76.4;49;20.31265068;3.690999985;1.076092314;1;68;0;18223674;1062.137433;5.2;110.44;13.24024055
7253;CMR;2007;8.894495188;66.00000005;2.064855524;2.742005436;0.921402246;74.8;48.2;21.37933922;3.062999964;1.065776207;1;69;0;18730282;1194.06985;5.2;117.22;13.17893793
6991;CMR;2008;9.244238454;128.9999975;0.680831686;2.750797225;5.337806276;72.9;50.47182465;15.70061016;3.296000004;1.049287334;1;70;0;19252666;1371.746708;5.2;121.06;13.0957245
7387;CMR;2009;9.626522176;18.99999993;-0.575806015;2.752312198;3.043618479;71.3;51.53256226;19.77979088;3.766000032;1.28313286;1;71;0;19789919;1314.706015;5.2;131.47;13.65706094
7131;CMR;2010;10.32794587;5.999999998;0.619379565;2.747773491;1.275380462;68.8;53.25836563;18.75388908;4.110000134;1.507602276;1;72.1;0;20341241;1286.515572;5.3;145.29;14.067657
7114;CMR;2011;11.0700185;17.00000007;1.314427049;2.740435666;2.939699463;66.9;53.7;14.8677702;3.969000101;1.331447157;1;73.1;0;20906388;1405.094392;5.5;149.22;13.47965227
7516;CMR;2012;11.57451558;17.99999998;1.7265535;2.731263968;2.742534075;64.6;54.94634247;15.17621994;3.836999893;1.066747097;1;74.1;0;21485266;1354.545613;5.7;158.82;13.72152458
7801;CMR;2013;11.68222012;14.00000005;2.577710656;2.718244285;2.05908684;62;56.16632462;13.82495022;3.710999966;1.012469674;1;75.1;0;22077298;1465.638843;5.9;162.37;13.89889921
7507;CMR;2014;11.5048317;1124.000014;3.061836081;2.701555717;1.834130781;59.8;56.8;12.92924976;3.53399992;0.938633691;1;75.4;969;22681858;1542.620266;6;163.67;14.22619681
7617;CMR;2015;11.67644765;1582.999888;2.855766469;2.68179173;2.685982772;57.3;58.71873474;13.24398994;3.506000042;#N/A;1;75.6;924;23298368;1327.503017;6.1;172.49;14.77247235
8028;CMR;2016;12.79237594;702.9999604;1.901024374;2.660494609;0.861740258;55.4;60.0260849;12.69468975;3.471999884;#N/A;1;#N/A;181;23926539;1364.33011;6.3;186.04;14.54303727
8655;CMR;2017;0;446.0000253;0.853486026;2.637694363;0.642673522;53.4;61.34233475;15.91162014;3.414000034;#N/A;1;#N/A;98;24566045;1425.107818;6.3;0;14.37221482
8869;CMR;2018;0;#N/A;1.379191982;2.612290751;1.074299452;51.6;62.66007233;16.88315964;3.357000113;#N/A;1;#N/A;753;25216237;1534.491274;#N/A;0;14.42317087
973;COD;1995;1.935130532;94.99999974;-2.505009583;3.234479176;541.9088832;114.3;0;0;2.868000031;0.151469658;0;45.2;0;41576234;135.7371468;2.9;109.42;56.54398926
1044;COD;1996;3.259577301;34473.01672;-3.757037496;2.800990199;492.4418502;113.1;0;0;2.877000093;0.113020059;0;45.6;1389;42757243;134.9819243;3;108.42;33.26198154
3264;COD;1997;2.214526288;39485.7044;-7.921183301;2.471556494;198.5167074;111.8;0;0;2.868999958;0.204867812;0;46;4591;43827180;138.9740464;3.1;105.19;47.50000059
5232;COD;1998;2.306023121;10028.99671;-3.867579026;2.306867985;29.14880692;110.3;0;0;2.865999937;0.178185156;0;46.4;3356;44849967;138.5863064;3.1;107.23;46.49996743
2315;COD;1999;1.996709137;9008.997145;-6.500060777;2.356947156;284.8949759;108.6;0;0;2.898999929;0.247696712;0;46.8;3282;45919613;102.5979776;3.2;104.56;52.36616493
1692;COD;2000;3.204643184;2786.999493;-9.255084665;2.550436336;513.9068437;106.6;6.7;0;2.885999918;0.044703612;0;47.1;1473;47105826;405.216253;3.3;102.46;31.97235827
2134.5;COD;2001;3.043725233;2162.000479;-4.774091088;2.769272496;359.9366143;104.5;7.262416363;0;2.884000063;0.14417975;0;47.5;486;48428545;153.5910092;3.5;100.05;32.87090402
2680;COD;2002;3.689467883;6351.001517;-0.03120251;2.936361326;31.5225826;102.3;7.917279243;0;2.920000076;0.160080405;0;47.9;76;49871666;175.0099651;3.7;98.08;26.58377932
2437;COD;2003;3.790996049;3744.999797;2.387603432;3.068268818;12.87396572;100.1;8.553387642;0;2.924000025;0.700026844;0;48.2;0;51425580;173.7961353;3.9;98.77;26.05383881
2465;COD;2004;4.165522113;898.0000333;3.433175672;3.145497838;3.994384008;97.7;9.166272163;0;2.891000032;0.71835464;0;48.6;0;53068880;194.0399624;4.1;99.47;23.87935949
2933;COD;2005;4.635906572;569.999999;2.808811976;3.184222392;21.31681672;95.5;6;0;2.848999977;0.752462162;0;49;0;54785903;218.3861908;4.3;100.04;21.57938225
4463;COD;2006;4.737845952;458.9999957;1.984891599;3.21879547;13.05269497;93.1;10.32589817;0;2.960999966;0.938991328;1;49.3;177;56578037;255.4330838;4.5;100.49;21.21006065
4133;COD;2007;4.699983108;963.9999977;2.849852328;3.261382602;16.94510065;90.8;15.2;0;3.08100009;1.209434345;1;49.7;632;58453683;286.3304921;4.8;101.53;21.6022053
4284;COD;2008;4.524136735;3679.998679;2.783842465;3.293973839;17.30138457;88.5;11.46742439;0;3.256999969;2.099872761;1;50;767;60411195;327.5637218;5;102.33;22.61867976
4147;COD;2009;4.357822702;9032.999401;-0.500573021;3.31689666;2.8;86.3;12.06036186;0;3.687000036;2.362979061;1;50.4;1978;62448574;298.6196821;5.2;103.17;23.6746667
3969;COD;2010;4.86875158;1757.000091;3.598840323;3.331131654;7.1;84;12.68352604;9.578499794;3.976999998;1.062595613;1;50.7;300;64563854;334.0215726;5.4;104.33;21.42849112
4050;COD;2011;5.21870265;639.9999905;3.366411993;3.337677422;15.31651591;81.9;13.34850311;0;4.222000122;1.255268552;1;51.1;283;66755153;387.0824654;5.6;109.16;20.91707601
4472;COD;2012;5.397958627;2195.999819;3.571790138;3.337564776;9.721828063;79.8;15.4;0;4.485000134;1.687173628;1;51.4;773;69020747;424.6003861;5.8;110.34;20.44106071
4907;COD;2013;5.637618356;2893.999862;4.927562523;3.331362952;0.808223101;77.7;14.82291889;16.17473984;4.502999783;1.323441751;1;51.8;1531;71358807;457.9637283;6;108.9;19.31666763
4793;COD;2014;5.896829518;1937.999924;5.895886034;3.319676665;1.243038898;75.7;13.5;10.55391979;4.445000172;1.59835647;1;52.1;985;73767447;486.7870819;6.2;109.46;18.56251731
4772;COD;2015;5.961223956;1150.000041;3.442604598;3.30283221;0.744198995;73.8;16.43972588;11.73836994;4.406000137;#N/A;1;52.4;197;76244544;497.3169608;6.4;109.51;18.3703885
5181;COD;2016;5.847926919;1244.000054;-0.907723407;3.282914628;2.885851073;71.8;17.40341187;14.63541985;4.356999874;#N/A;1;#N/A;745;78789127;471.3188404;6.6;108.77;18.59975364
5188;COD;2017;0;2790.999446;0.401471108;3.258508351;0;69.8;18.22616386;14.00642014;4.272999763;#N/A;1;#N/A;3630;81398764;467.0742375;6.8;0;19.7026975
4681;COD;2018;0;#N/A;2.461092671;3.2266989;0;67.9;18.97766113;0;4.19299984;#N/A;1;#N/A;770;84068091;557.0644183;#N/A;0;19.18452613
2982;COG;1995;7.3599154;2;1.097509914;2.816428164;9.418007435;67;0;14.70777988;19.8560009;1.875942346;1;#N/A;0;2707537;781.5235685;5.1;76.93;10.4525658
3903;COG;1996;8.91429512;1.000000004;1.360228285;2.849930936;10.03112033;69.1;0;0;19.88899994;1.721611549;1;#N/A;0;2785810;912.0139881;5.2;80.11;8.986689236
3015;COG;1997;8.771017918;10414.23301;-3.448427755;2.88251703;0;71.1;0;0;19.86100006;1.911836318;0;68.3;10000;2867280;810.077492;5.3;80.16;9.139190086
2872;COG;1998;7.129707223;3784.001125;0.772419705;2.899947445;0;72.5;0;14.12652969;19.85199928;2.218401855;0;68.6;3272;2951647;660.4723724;5.4;78.11;10.95556908
2583;COG;1999;10.09124492;984.9987997;-5.364719573;2.897860235;4.142671373;73.1;0;0;19.96100044;1.752764882;0;68.9;651;3038433;774.7116899;5.5;84.32;8.355757952
2876.5;COG;2000;16.27184827;500.0000098;4.515335155;2.886358372;-0.881991517;72.4;0;0;19.91900063;1.222592062;0;69.2;0;3127411;1029.577037;5.5;86.31;5.304252999
3297;COG;2001;15.18811002;3;0.88258488;2.853372225;0.055989922;70.6;0;0;19.91300011;1.334532489;0;69.5;0;3217933;868.3399509;5.6;88.09;5.799931651
4329;COG;2002;14.28712853;234.999995;1.661059832;2.832587302;4.378759718;67.9;0;9.054849625;20.03499985;1.287959153;1;70.1;167;3310387;912.2781532;5.7;89.46;6.261580123
4667;COG;2003;14.52537804;43.99999969;-2.043275772;2.874414339;-0.631844987;64.4;0;9.519949913;20.04800034;1.300179166;1;70.6;0;3406922;1026.107674;5.7;91.15;6.275223939
5034;COG;2004;17.37210776;8.999999967;0.424448467;2.994011755;2.42976608;60.5;0;8.56180954;19.93799973;1.369675105;1;71.2;0;3510468;1324.219142;5.8;95.71;5.509406303
4944;COG;2005;22.06118403;15.00000024;4.415301449;3.149094483;3.094490115;56.5;0;7.597819805;19.79599953;1.434608509;1;71.7;0;3622775;1680.204588;5.8;100.25;4.544180397
3482;COG;2006;26.27058738;0;2.764919686;3.321895971;6.537843953;52.8;33.8859787;0;18.56399918;1.494032765;1;72.2;0;3745141;2064.344523;5.9;104.04;3.960322565
3094;COG;2007;24.79838187;1.999999988;-4.907859458;3.437512885;2.654646451;49.5;35.97723007;0;17.41600037;1.545764133;1;72.8;0;3876119;2165.745759;5.9;107.31;4.327298473
3019;COG;2008;30.61496879;1;2.009713885;3.432735093;4.95875092;46.7;38.07553864;0;16.46299934;1.238592875;1;73.3;0;4011486;2956.264407;6;112.57;3.676959489
3093;COG;2009;25.912747;100.0000075;3.99746567;3.283536842;4.415003748;44.7;37.1;0;16.10000038;1.14114182;1;73.8;0;4145391;2314.266025;6;116.76;4.505890479
2983;COG;2010;29.90804884;0;5.485794479;3.049010156;0.391525011;43.1;42.3396759;24.72777939;13.97200012;1.386578972;1;74.3;0;4273731;2812.435974;6.1;114.56;3.830407012
2789;COG;2011;34.30863518;1;0.570601587;2.794481941;1.759587043;42;44.52867126;0;11.89700031;1.977375259;1;74.8;0;4394844;3286.694535;6.2;116.07;3.383113301
2950;COG;2012;30.76335946;2;1.145156182;2.590901936;5.010187731;41.2;41.6;0;10;3.149421373;1;75.3;0;4510198;3032.493883;6.2;120.77;3.925774106
2782;COG;2013;28.2611893;41.99999891;0.921951607;2.465109065;4.631616197;40.4;49.05112076;0;10.02000046;4.05731117;1;75.8;0;4622761;3047.930773;6.3;123.28;4.362166032
2671;COG;2014;25.53428605;10.99999999;4.205349659;2.440638958;0.912139545;39.5;52.38968277;6.555920124;9.956000328;4.211920852;1;76.3;0;4736974;2996.918026;6.3;123.44;4.834284371
2613;COG;2015;17.12294753;0;0.128546659;2.483608177;3.169097968;38.5;60.4;7.950399876;9.911999702;#N/A;1;76.5;0;4856095;1762.032018;6.3;124.03;7.243495885
2607;COG;2016;17.41304288;60.99999999;-5.23741467;2.539585634;3.190561797;37.6;60.74069595;0;9.857999802;#N/A;1;#N/A;51;4980999;1815.295843;6.3;126.11;7.242272409
2629;COG;2017;0;24.99999949;-4.293164677;2.570629914;0.450063823;36.6;64.70985413;15.68220043;9.762999535;#N/A;1;#N/A;0;5110702;1767.894521;6.3;0;6.177147773
2459;COG;2018;0;#N/A;-0.989438908;2.5817013;1.152778964;35.7;68.51843262;15.56768036;9.670000076;#N/A;1;#N/A;0;5244363;2223.854479;#N/A;0;7.152227536
205;COM;1995;2.988446127;0;0.751409144;2.797965538;0;76.6;0;0;4.537000179;2.879786206;1;90.1;0;475394;838.171684;#N/A;87.79;29.37647067
246;COM;1996;3.081075005;0;-3.964908131;2.745548333;0;75.3;0;0;4.551000118;2.713949704;1;90.1;0;488627;810.5442344;#N/A;90.51;29.37611056
472;COM;1997;3.047385725;56.00003027;1.268329697;2.690707259;0;74.1;0;0;4.539999962;2.584925576;1;90.1;56;501953;726.0552078;#N/A;89.52;29.375999
1295;COM;1998;3.194801881;0;-1.357116233;2.640770438;0;73.3;0;17.1350708;4.535999775;2.185036147;1;90.1;0;515385;718.1170893;#N/A;93.85;29.37584348
741;COM;1999;3.240360733;0;-0.670303406;2.578686179;0;72.6;0;0;4.580999851;1.964426649;1;90.1;0;528848;723.1850928;#N/A;95.19;29.37635894
933;COM;2000;3.269980726;0;8.08688541;2.522340022;0;72.2;0;0;4.563000202;1.522723097;0;90.1;0;542357;645.8186908;#N/A;96.06;29.37631994
1101;COM;2001;3.335683689;0;-0.158002157;2.464237891;5.554593948;71.9;0;0;4.56099987;1.094675339;0;90.1;0;555888;680.3185414;#N/A;97.99;29.37628658
1051;COM;2002;3.325161993;0;-0.117108885;2.415507265;3.533042143;71.7;0;15.78971958;4.611999989;1.669758102;1;90.1;0;569479;744.4751724;#N/A;97.68;29.37601242
1099;COM;2003;3.383019112;0;-0.300216019;2.382713421;3.799081367;71.3;0;0;4.617000103;1.815474839;1;90.1;0;583211;935.611518;#N/A;99.38;29.37612727
997;COM;2004;3.412307054;0;-0.47240465;2.374990806;4.474992891;70.7;0;0;4.571000099;2.010438445;1;90.1;0;597228;1059.176884;2.8;100.24;29.37601992
1136;COM;2005;3.255007778;0;0.416533343;2.382366955;3.013323951;69.6;51.2086525;0;4.513000011;2.274051852;1;90.1;0;611627;1068.600321;3.1;95.62;29.37627389
2774;COM;2006;3.5450297;0;0.222132637;2.39064349;3.374363601;68.3;53.43353271;0;4.390999794;2.507151514;2;90.1;0;626425;1113.957757;3.3;104.14;29.37634063
2808;COM;2007;3.72695094;0;-1.58712863;2.396717366;4.466167101;66.8;55.6538887;0;4.288000107;2.80299141;2;90.1;0;641620;1238.461514;3.5;107.92;28.95664626
3084;COM;2008;3.709129182;0;1.530002524;2.403628365;1.700781763;65.3;57.88130188;29.23311996;4.254000187;3.094532063;2;90.1;0;657229;1387.594626;3.7;108.08;29.13891501
3318;COM;2009;3.5444337;0;0.744011366;2.408719056;4.362348293;63.6;60.1273613;0;4.488999844;1.72121212;2;90.1;0;673252;1339.337191;3.9;106.45;30.0330064
2889;COM;2010;3.461000594;0;1.325682766;2.412541877;3.354757703;62.1;70.10408783;0;4.547999859;1.454408898;2;90.1;0;689692;1316.498848;4.2;105.27;30.4160595
2508;COM;2011;3.419030393;0;1.613333795;2.417574078;1.842663008;60.2;69.60527039;21.41486931;4.551000118;1.656759335;2;90.1;0;706569;1447.963587;4.4;104.5;30.56422084
3074;COM;2012;3.306934047;0;0.733574939;2.419233782;6.314744503;58.7;69.3;18.49151039;4.563000202;2.646604021;2;90.1;0;723871;1403.34862;4.6;99.78;30.17296341
4874;COM;2013;3.402743348;0;2.014724713;2.406870493;-4.294873315;57.2;69.50240326;16.07073021;4.578999996;2.003193245;2;90.1;0;741505;1505.349473;4.7;104.77;30.78986256
5577;COM;2014;3.498321726;0;-0.304632305;2.383357478;0;55.6;71.95057678;18.88953018;4.527999878;2.217320352;2;90.1;0;759390;1513.830379;4.8;104.99;30.01153359
7380;COM;2015;3.528589558;0;-1.229462948;2.347041066;0;54.1;74.42545319;13.25364971;4.493000031;#N/A;1;90.1;0;777424;1242.60319;4.8;107.97;30.59862821
3900;COM;2016;3.466219199;0;0.961267016;2.310060155;0;52.6;76.91812134;0;4.449999809;#N/A;1;#N/A;0;795592;1273.058953;4.8;108.73;31.36847203
4197;COM;2017;0;0;1.481452177;2.274118744;0;51.2;79.41969299;0;4.375;#N/A;1;#N/A;0;813892;1323.81159;4.8;0;31.89888687
5001;COM;2018;0;#N/A;1.140509904;2.239170611;0;49.7;81.92275238;0;4.302000046;#N/A;1;#N/A;0;832322;1415.955313;#N/A;0;32.6425071
11352;DZA;1995;#N/A;3424.999238;1.836410357;1.909821478;29.77962649;37.1;0;0;31.84000015;2.673594356;1;91.2;3008;28757785;1452.269445;4.7;54.68;0
10718;DZA;1996;#N/A;1620.000164;2.290847629;1.753175796;18.67907586;36.3;0;0;28.58499908;2.50218252;1;90.9;1084;29266405;1603.937921;5;71.97;0
15464;DZA;1997;#N/A;4904.99967;-0.519933002;1.615283298;5.733522754;35.5;0;0;25.43000031;2.553365736;1;90.5;1403;29742979;1619.806224;5.2;51.32;0
20255;DZA;1998;#N/A;4430.000811;3.534351332;1.500885768;4.950161638;34.9;0;0;26.80200005;2.527980384;1;90.2;3029;30192754;1596.003714;5.4;60.14;0
16632;DZA;1999;6.029875894;1518.99995;1.748716639;1.416265671;2.645511134;34.4;0;0;28.36499977;2.383331292;1;89.9;1016;30623406;1588.347503;5.7;66.98;11.10802298
20509;DZA;2000;6.386386713;2534.000207;2.39950644;1.358407806;0.339163189;33.9;0;0;29.77000046;2.55856124;1;89.5;932;31042235;1764.97383;5.9;53.62;8.395983897
24448.5;DZA;2001;6.407987964;1330.000005;1.659659532;1.30984253;4.225988349;33.2;0;0;27.29999924;2.97171746;1;89.2;642;31451514;1740.642423;6.1;62.47;9.748769871
31315;DZA;2002;7.138068728;1613.000229;4.262078601;1.275065543;1.418301923;32.4;0;0;25.89999962;2.85227361;1;88.8;539;31855109;1781.837365;6.3;65.86;9.226585301
37152;DZA;2003;8.532474365;931.9999426;5.840908374;1.275914635;4.268953958;31.3;0;0;23.71999931;2.802237023;1;88.5;670;32264157;2103.413058;6.5;83.71;9.810753179
38938;DZA;2004;9.983282098;576.9999903;2.934503755;1.317846191;3.961800303;30.1;0;0;17.64999962;2.566248072;1;88.1;397;32692163;2609.945608;6.7;94.23;9.438779659
33946;DZA;2005;12.76713117;323.9999945;4.438277124;1.389900523;1.382446567;28.8;0;0;15.27000046;2.280233074;1;87.7;217;33149724;3113.101094;6.9;98.21;7.692409415
40464;DZA;2006;14.26019577;405.9999934;0.214819131;1.471122982;2.311499185;27.6;0;0;12.27000046;2.334850671;1;87.4;255;33641002;3478.654871;7;107.57;7.543374699
37001;DZA;2007;11.8691088;699.0000237;1.808249406;1.551382583;3.678995747;26.4;0;0;13.78999996;2.705570791;1;87;472;34166972;3950.519369;7.2;89.86;7.570913834
32645;DZA;2008;14.77351043;505.0000125;0.738171148;1.636192663;4.858590628;25.3;0;11.42835045;11.32999992;3.062803893;1;86.6;339;34730608;4923.629265;6.7;97.32;6.587466157
30089;DZA;2009;13.7661997;637.0000069;-0.134667549;1.722093224;5.737060361;24.4;98.74726868;0;10.15999985;3.83796598;1;86.2;505;35333881;3883.261271;6.9;128.63;9.343900482
27893;DZA;2010;16.24470269;318.0000018;1.746776463;1.805018696;3.911061955;23.6;98.87762451;0;9.960000038;3.593208526;1;85.7;236;35977455;4480.799271;7.1;137.54;8.466760065
28162;DZA;2011;18.94769802;341.0000022;0.980204695;1.883313834;4.524211505;22.9;99.04978943;0;9.960000038;3.775729308;1;85.3;267;36661444;5455.853529;7.4;153.67;8.110220029
30721;DZA;2012;18.23462982;289.0000013;1.401796703;1.951415209;8.891450911;22.5;98.76466047;0;10.97000027;4.52025089;1;84.9;256;37383887;5592.257099;7.6;159.93;8.770674349
31676;DZA;2013;18.17860137;216.0000006;0.761674962;2.002727839;3.25423911;22.1;99.53858185;0;9.819999695;5.188359049;1;84.5;147;38140132;5499.581487;7.8;179.09;9.851693006
31335;DZA;2014;13.76957872;113.999999;1.710449517;2.033592452;2.916926921;21.9;99.84082031;0;10.20699978;5.24414553;1;84;107;38923687;5493.02559;7.9;141.64;10.28644397
37043;DZA;2015;13.14318995;114;1.6004783;2.045387243;4.784447007;21.6;99.93136597;0;11.20600033;#N/A;1;83.6;110;39728025;4177.892515;7.9;152.18;11.57861985
31779;DZA;2016;12.62979263;92.00000004;1.104567921;2.051354584;6.397694803;21.3;99.99005127;0;10.20199966;#N/A;1;#N/A;86;40551404;3946.443977;8;154.33;12.21951971
31017;DZA;2017;0;134.9999963;-0.750499559;2.044952503;5.59111591;20.9;100;0;11.99600029;#N/A;1;#N/A;60;41389198;4044.2766;8;0;11.94571402
33194;DZA;2018;0;#N/A;-0.615183264;2.00737383;4.269990205;20.4;100;0;11.88199997;#N/A;1;#N/A;33;42228429;4114.715061;#N/A;0;11.97930806
1864;EGY;1995;4.379794073;361.00001;2.563796065;2.006437925;15.7422305;49.4;95.5;0;11.03999996;1.646025042;1;94.6;187;62334034;965.11073;4;68.81;15.71078431
1967;EGY;1996;4.686913548;245.9999978;2.896281178;2.013151446;7.187103697;46.6;96.15325165;0;9;1.620664666;1;94.9;85;63601629;1063.333095;4.2;75.53;16.11508282
2573;EGY;1997;4.880314456;235.9999998;3.394219504;2.008942707;4.625605788;44;96.40142059;0;8.369999886;1.785539455;1;95.1;66;64892270;1208.719901;4.3;76.87;15.75103422
3614;EGY;1998;4.789580303;31.00000001;3.48951432;1.995601608;3.872575464;41.5;96.65233612;0;8.029999733;1.969811265;1;95.4;27;66200269;1281.39672;4.5;76.08;15.88448156
